Symbol,Market Cap,industry,sector,fullTimeEmployees,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,earningsQuarterlyGrowth,trailingEps,forwardEps,52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,symbol,shortName,longName,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins
ABB.NS,,Specialty Industrial Machinery,Industrials,3384,7,3,1,8,2,86400,2,7703.25,7703.25,7689.3,7943.75,7703.25,7703.25,7689.3,7943.75,34.46,0.0045,1724371200,0.4326,0.33,0.73,99.449844,80.93533,340789,340789,382207,262918,262918,1672028356608,4340.3,9149.95,14.437848,7564.539,7580.809,34.46,0.0044734366,1622003679232,0.14523,52281987,211908000,0.75,0.11048,213811008,299.284,26.36409,0.214,79.34,97.17,0.6305914,10.66,1724371200,NSI,EQUITY,ABB.NS,ABB INDIA LIMITED,ABB India Limited,7890.35,9050.0,5608.0,7721.1304,7930.0,2.70833,hold,23,50092900352,236.447,20814125056,473400000,,,115808698368,0.747,546.532,,,,,0.214,0.052,0.40654,0.17973,0.17423001
ABBOTINDIA.NS,,Drug Manufacturers - General,Healthcare,3814,,,,,,86400,2,28648.75,28790.0,28190.1,28790.0,28648.75,28790.0,28190.1,28790.0,410.0,0.0143,1721347200,0.6782,0.7,0.013,46.73568,39.116207,5693,5693,10138,6487,6487,600525504512,22000.0,30521.0,9.899778,28433.357,27805.418,,,589878657024,0.21178,5200227,21249300,0.75527,0.07959,21256600,1657.016,17.049473,0.146,604.49,,0.23355782,410.0,1721347200,NSI,EQUITY,ABBOTINDIA.NS,ABBOTT INDIA LIMITED,Abbott India Limited,28251.25,32700.0,17872.0,28117.143,30000.0,,none,7,11057000448,520.337,15006499840,605000000,1.085,2.247,60660498432,1.718,2854.723,0.19217,0.38752997,1107900032,10111299584,0.146,0.093,0.44891998,0.24739,0.25814
ABCAPITAL.NS,,Financial Conglomerates,Financial Services,55000,,,,,,86400,2,196.71,197.8,195.45,198.95,196.71,197.8,195.45,198.95,,,,,,1.133,13.768908,11.872837,1408878,1408878,5681142,3174568,3174568,512214761472,155.0,246.9,1.7725405,202.6244,214.468,,,1716921565184,0.12946,806193672,2605100032,0.7596,0.10328,2616229888,110.094,1.7859284,0.42,14.28,7.08,0.19344461,,,NSI,EQUITY,ABCAPITAL.NS,ADITYA BIRLA CAPITAL LTD.,Aditya Birla Capital Limited,196.62,285.0,247.0,266.8889,270.0,,none,9,29676400640,11.385,,1216339247104,93.686,120.135,288972111872,399.158,111.096,0.01676,0.13519,,-227083796480,0.413,0.375,0.27929002,,0.17397
ABDL.NS,,Beverages - Wineries & Distilleries,Consumer Defensive,889,,,,,,86400,2,372.45,375.0,370.6,383.4,372.45,375.0,370.6,383.4,,,,,,,3441.8184,42.699234,519100,519100,699940,970634,970634,105898213376,282.05,385.0,3.2210367,331.911,328.90918,,,112067198976,0.015800001,53393655,279710016,0.80912,0.049569998,281252000,50.379,7.515036,3.191,0.11,,0.1909405,,,NSI,EQUITY,ABDL.NS,ALLIED BLEND N DISTILS L,,378.6,450.0,400.0,418.33334,405.0,,none,3,1057744000,3.781,2925116928,7204915200,0.949,1.386,32877058048,51.119,130.678,,,,-5921123840,2.696,0.019,0.38149,0.088970006,0.10052
ABFRL.NS,,Apparel Manufacturing,Consumer Cyclical,26965,,,,,,86400,2,301.35,301.75,298.8,303.15,301.35,301.75,298.8,303.15,,,,,,0.174,,123.37003,1010038,1010038,4221237,2672911,2672911,320232357888,198.75,364.4,2.1866267,309.831,297.2715,,,400622845952,-0.044710003,384946519,1066729984,0.62479997,0.17627001,1077170048,39.939,7.5164633,,-6.6,1.9,0.2995671,,,NSI,EQUITY,ABFRL.NS,ADITYA BIRLA FASHION & RT,Aditya Birla Fashion and Retail Limited,300.2,385.0,235.0,302.68182,301.5,3.47619,hold,22,7693199872,7.49,4538100224,99991797760,0.288,1.006,146450399232,243.78,147.373,-0.00635,-0.21198,8456637440,19111499776,,0.129,0.53898996,0.030989999,-0.02735
ABMINTLLTD.NS,,Specialty Chemicals,Basic Materials,8,,,,,,86400,2,73.72,73.72,73.72,74.99,73.72,73.72,73.72,74.99,,,1473897600,,,0.107,,,1160,1160,2543,2389,2389,700707840,43.2,110.62,0.7159168,72.739,64.9149,,,678360704,0.00638,448765,9408000,,,9697480,15.789,4.7172084,,-3.63,,0.63872385,0.052083,1473897600,NSI,EQUITY,ABMINTLLTD.NS,ABM INTERNATIONAL LTD,ABM International Limited,74.48,,,,,,none,,42068000,4.468,-4409500,100481000,,,978755968,67.646,103.46,,,,,,0.17,0.00708,-0.00451,0.09945
ABREL.NS,,Paper & Paper Products,Basic Materials,2640,,,,,,86400,2,2751.5,2755.1,2751.2,2835.35,2751.5,2755.1,2751.2,2835.35,5.0,0.0018000001,1720656000,0.19860001,0.64,0.669,109.13275,75.365616,133827,133827,247292,123274,123274,305375019008,1185.45,3140.0,6.05916,2748.168,2303.2961,,,349869768704,0.01929,55919817,110527000,0.55727,0.21677999,117209000,361.04,7.650537,,25.31,,1.2595198,5.0,1720656000,NSI,EQUITY,ABREL.NS,ADITYA BIRLA REAL EST LTD,Aditya Birla Real Estate Limited,2762.15,3804.0,3121.0,3475.0,3487.5,,none,4,8081500160,72.044,6463499776,47536099328,0.162,1.588,50398900224,115.735,454.411,0.02319,0.07557,-21395249152,-19181400064,,0.022,0.37407002,0.12825,0.029189998
ABSLAMC.NS,,Asset Management,Financial Services,1279,,,,,,86400,2,832.5,835.0,822.55,847.0,832.5,835.0,822.55,847.0,13.5,0.0162,1722470400,0.4353,,0.277,26.745237,22.835619,447799,447799,607149,473694,473694,238853570560,450.25,911.85,12.854651,796.983,664.15326,,,238408007680,0.48208,148014702,288366016,0.44958,0.43499002,291432992,113.517,7.2967043,0.361,30.97,34.69,0.76553345,13.5,1722470400,NSI,EQUITY,ABSLAMC.NS,ADIT BIRL SUN LIF AMC LTD,Aditya Birla Sun Life AMC Limited,828.3,1100.0,610.0,830.9091,830.0,2.45455,buy,11,1022899968,3.55,11925699584,750499968,1.375,1.375,18581100544,2.294,64.466,0.22086,0.29804,7896487424,7206199808,0.36,0.331,0.78720003,0.64182,0.64703006
ACC.NS,,Building Materials,Basic Materials,3852,4,7,1,8,6,86400,2,2248.05,2253.0,2236.8,2268.9,2248.05,2253.0,2236.8,2268.9,7.5,0.0033000002,1718323200,0.0692,1.3,0.431,20.737358,17.825632,240328,240328,375216,323836,323836,422052560896,1868.2,2844.0,2.1006534,2255.064,2441.4192,,,410116128768,0.101619996,71680817,187787008,0.64115,0.27995002,189632000,883.967,2.5420635,-0.485,108.36,119.56,0.020133972,7.5,1718323200,NSI,EQUITY,ACC.NS,ACC LIMITED,ACC Limited,2247.1,3262.0,2100.0,2648.3428,2646.0,2.02778,buy,35,19548499968,103.346,26998099968,4574099968,0.524,1.554,200914894848,2.735,1069.896,0.051820002,0.12945,11337724928,14737300480,-0.489,0.04,0.47957,0.13438,0.04206
ACCELYA.NS,,Information Technology Services,Technology,2500,,,,,,86400,2,1578.15,1560.55,1555.6,1600.0,1578.15,1560.55,1555.6,1600.0,80.0,0.0507,1728000000,1.0236,3.66,0.545,24.77853,25.111023,9288,9288,20851,10922,10922,23463397376,1339.95,2127.4,4.591968,1598.469,1716.6195,,,22222585856,0.1855,3609170,14926300,0.80478996,0.00302,14943700,189.504,8.295075,0.03,63.44,62.6,0.12499106,40.0,1728000000,NSI,EQUITY,ACCELYA.NS,ACCELYA SOLN INDIA LTD,Accelya Solutions India Limited,1571.95,,,,,,none,,1575260032,105.536,1749665536,334510016,,,5109660160,11.826,342.343,,,,,0.03,-0.001,0.70837,0.34242,0.32263002
ACCURACY.NS,,Integrated Freight & Logistics,Industrials,,,,,,,86400,2,11.35,11.38,11.38,11.65,11.35,11.38,11.38,11.65,,,1663804800,,,,19.216665,,326996,326996,308218,608948,608948,1735956736,8.05,18.25,0.24485962,10.1248,10.4581,,,2703181056,0.0007,26537605,150560000,,,159734000,7.681,1.5011065,0.609,0.6,,0.22659576,0.025,1663804800,NSI,EQUITY,ACCURACY.NS,ACCURACY SHIPPING LIMITED,Accuracy Shipping Limited,11.53,,,,,,none,,119300000,0.793,246620000,1148829952,0.997,1.608,7089600000,98.92,42.794,0.02587,0.00429,-16743750,279200000,0.576,-0.026,0.05258,0.03479,0.06407
ACE.NS,,Farm & Heavy Construction Machinery,Industrials,1387,,,,,,86400,2,1340.4,1343.0,1342.95,1419.9,1340.4,1343.0,1342.95,1419.9,2.0,0.0015,1724025600,0.0651,1.0,1.286,45.868076,37.1054,648792,648792,362732,402721,402721,167745863680,780.0,1695.0,5.4464693,1315.704,1380.8182,,,164572282880,0.11873,37388311,119009000,0.66824996,0.07498,119125000,116.327,12.1051,0.282,30.7,40.5,0.6838864,2.0,1724025600,NSI,EQUITY,ACE.NS,ACTION CONST EQUIP LTD,Action Construction Equipment Limited,1408.15,1700.0,1465.0,1582.5,1582.5,,none,2,4080000000,34.301,4391834112,1141200000,0.668,1.33,30799009792,8.237,258.792,0.12332,0.30079,1377154048,3616302080,0.282,0.124,0.29749,0.1426,0.13423
ACEINTEG.NS,,Staffing & Employment Services,Industrials,12,,,,,,86400,2,32.52,32.52,32.01,32.99,32.52,32.52,32.01,32.99,,,,,,,81.1,,7525,7525,54241,40631,40631,330888000,28.01,47.15,2.8923776,32.6878,33.64605,,,308088000,0.053319998,2700042,10200000,,,10388200,18.657,1.7387575,,0.4,,-0.28150606,,,NSI,EQUITY,ACEINTEG.NS,ACE INTEGRATED SOLU. LTD.,Ace Integrated Solutions Limited,32.44,,,,,,none,,27000000,2.647,4700000,4200000,5.462,9.713,114400000,2.2,8.961,0.00922,0.03263,212500,9100000,,0.713,0.27797002,0.041079998,-0.00932
